,loss,accuracy
1,100279.5703125,0.4867050349712372
2,53537.12109375,0.4957627058029175
3,27550.23046875,0.5061032772064209
4,26922.431640625,0.5036153197288513
5,18029.3671875,0.5050925016403198
6,36985.453125,0.5030710697174072
7,22519.138671875,0.5053257942199707
8,29658.8671875,0.516093909740448
9,12817.9638671875,0.5104960203170776
10,11997.4189453125,0.5093297958374023
11,24477.298828125,0.5071917176246643
12,11926.0048828125,0.5095241665840149
13,10763.787109375,0.4774141013622284
14,5272.783203125,0.5129062533378601
15,4203.30859375,0.49595707654953003
16,4045.11181640625,0.4814181327819824
17,2016.2186279296875,0.5165992975234985
18,12.876961708068848,0.5281838178634644
19,0.6918271780014038,0.5321489572525024
20,0.6911183595657349,0.5321489572525024
21,0.6911559700965881,0.5321489572525024
22,0.6911855936050415,0.5321489572525024
23,0.6911771297454834,0.5321489572525024
24,0.6911605596542358,0.5321489572525024
25,0.6912024617195129,0.5321489572525024
26,0.6911423802375793,0.5321489572525024
27,0.6911455392837524,0.5321489572525024
28,0.6912776231765747,0.5321489572525024
29,0.6912215948104858,0.5321489572525024
30,0.6911985874176025,0.5321489572525024
31,0.6911922693252563,0.5321489572525024
32,0.6912111043930054,0.5321489572525024
33,0.6912223696708679,0.5321489572525024
34,0.6911765933036804,0.5321489572525024
35,0.6911952495574951,0.5321489572525024
36,0.691181480884552,0.5321489572525024
37,0.6911187171936035,0.5321489572525024
38,0.6911569833755493,0.5321489572525024
39,0.691233217716217,0.5321489572525024
40,0.6912459135055542,0.5321489572525024
41,0.6912610530853271,0.5321489572525024
42,0.6912900805473328,0.5321489572525024
43,0.691259503364563,0.5321489572525024
44,0.6912423968315125,0.5321489572525024
45,0.6913319826126099,0.5321489572525024
46,0.6913205981254578,0.5321489572525024
47,0.6913244128227234,0.5321489572525024
48,0.6914831399917603,0.5321489572525024
49,0.691338062286377,0.5321489572525024
50,0.6913590431213379,0.5321489572525024
51,0.6913689970970154,0.5321489572525024
52,0.6914520859718323,0.5321489572525024
53,0.6913430094718933,0.5321489572525024
54,0.6914212107658386,0.5321489572525024
55,0.6914900541305542,0.5321489572525024
56,0.6913432478904724,0.5321489572525024
57,0.6915174722671509,0.5321489572525024
58,0.6914719939231873,0.5309827327728271
59,0.6915152668952942,0.5321489572525024
60,0.6914845108985901,0.5321489572525024
61,0.6914005279541016,0.5314492583274841
62,0.6913881301879883,0.530205249786377
63,0.6914094686508179,0.5321489572525024
64,0.6914622187614441,0.5321489572525024
65,0.6915425658226013,0.5321489572525024
66,0.6913937926292419,0.5321489572525024
67,0.6915154457092285,0.5321489572525024
68,0.6913959980010986,0.5302830338478088
69,0.6915680766105652,0.5321489572525024
70,0.6913881897926331,0.5313714742660522
71,0.6914660334587097,0.530360758304596
72,0.6915101408958435,0.5321489572525024
73,0.6913499236106873,0.5321489572525024
74,0.691412627696991,0.530360758304596
75,0.6914958357810974,0.5321489572525024
76,0.691352367401123,0.5321489572525024
77,0.6914597153663635,0.5321489572525024
78,0.6913332939147949,0.5321489572525024
79,0.6914966106414795,0.5315269827842712
80,0.6913280487060547,0.5312159657478333
81,0.691275954246521,0.5314492583274841
82,0.6914845108985901,0.5309827327728271
83,0.6912932991981506,0.5321489572525024
84,0.6914733052253723,0.5321489572525024
85,0.6915268898010254,0.5321489572525024
86,0.6913755536079407,0.5321489572525024
87,0.6915395259857178,0.5321489572525024
88,0.6914597749710083,0.5321489572525024
89,0.6914398670196533,0.5321489572525024
90,0.6915462017059326,0.5321489572525024
91,0.6913031935691833,0.5321489572525024
92,0.6913411021232605,0.5312937498092651
93,0.6913741230964661,0.5305162668228149
94,0.6913465857505798,0.5321489572525024
95,0.6912581324577332,0.5321489572525024
96,0.6914913058280945,0.5321489572525024
97,0.6915650367736816,0.5312159657478333
98,0.6914129257202148,0.5321489572525024
99,0.6912626028060913,0.5321489572525024
100,0.6914250254631042,0.5321489572525024
