,loss,accuracy
1,75914.4921875,0.5036153197288513
2,24213.130859375,0.4927305281162262
3,0.6914222240447998,0.5321489572525024
4,0.6911467909812927,0.5321489572525024
5,0.691227376461029,0.5321489572525024
6,0.6912425756454468,0.5321489572525024
7,0.6913917660713196,0.5321489572525024
8,0.6913253664970398,0.5321489572525024
9,0.6911871433258057,0.530749499797821
10,0.6913087368011475,0.5321489572525024
11,0.6913254857063293,0.5321489572525024
12,0.6912679076194763,0.5321489572525024
13,0.6912528872489929,0.5321489572525024
14,0.6912667751312256,0.5321489572525024
15,0.6913470029830933,0.5321489572525024
16,0.6912786364555359,0.5321489572525024
17,0.6912791728973389,0.5321489572525024
18,0.6912328600883484,0.5321489572525024
19,0.6911547183990479,0.5321489572525024
20,0.6912148594856262,0.5321489572525024
21,0.691117525100708,0.5321489572525024
22,0.6912583708763123,0.5321489572525024
23,0.6911874413490295,0.5321489572525024
24,0.6912052631378174,0.5321489572525024
25,0.6912814378738403,0.5321489572525024
26,0.6912615299224854,0.5321489572525024
27,0.6912593245506287,0.5321489572525024
28,0.6911872625350952,0.5321489572525024
29,0.691231906414032,0.5321489572525024
30,0.6912568807601929,0.5321489572525024
31,0.6912115216255188,0.5321489572525024
32,0.6912484169006348,0.5321489572525024
33,0.6912366151809692,0.5321489572525024
34,0.6911819577217102,0.5321489572525024
35,0.6912367343902588,0.5321489572525024
36,0.6912506818771362,0.5321489572525024
37,0.6912575364112854,0.5321489572525024
38,0.6912992000579834,0.5321489572525024
39,0.6912187933921814,0.5321489572525024
40,0.6911872625350952,0.5321489572525024
41,0.6910691857337952,0.5321489572525024
42,0.6912316083908081,0.5321489572525024
43,0.6912202835083008,0.5321489572525024
44,0.6911494731903076,0.5321489572525024
45,0.6911858320236206,0.5321489572525024
46,0.6911749243736267,0.5321489572525024
47,0.6911334991455078,0.5321489572525024
48,0.6911524534225464,0.5321489572525024
49,0.6911539435386658,0.5321489572525024
50,0.6911736130714417,0.5321489572525024
51,0.6911543011665344,0.5321489572525024
52,0.6911544799804688,0.5321489572525024
53,0.6911458969116211,0.5321489572525024
54,0.6911312937736511,0.5321489572525024
55,0.691138505935669,0.5321489572525024
56,0.6910991072654724,0.5321489572525024
57,0.6912403702735901,0.5321489572525024
58,0.6911542415618896,0.5321489572525024
59,0.6911599636077881,0.5321489572525024
60,0.6911464929580688,0.5321489572525024
61,0.6911389231681824,0.5321489572525024
62,0.6911528706550598,0.5321489572525024
63,0.6911286115646362,0.5321489572525024
64,0.6911286115646362,0.5321489572525024
65,0.6910989880561829,0.5321489572525024
66,0.6911142468452454,0.5321489572525024
67,0.6911131143569946,0.5321489572525024
68,0.6911095380783081,0.5321489572525024
69,0.6911121606826782,0.5321489572525024
70,0.6911137700080872,0.5321489572525024
71,0.6911250948905945,0.5321489572525024
72,0.691119372844696,0.5321489572525024
73,0.6911152005195618,0.5321489572525024
74,0.6911126375198364,0.5321489572525024
75,0.69111567735672,0.5321489572525024
76,0.6910999417304993,0.5321489572525024
77,0.6911236047744751,0.5321489572525024
78,0.6911109089851379,0.5321489572525024
79,0.6911070942878723,0.5321489572525024
80,0.6911063194274902,0.5321489572525024
81,0.6911206841468811,0.5321489572525024
82,0.6911174058914185,0.5321489572525024
83,0.6911170482635498,0.5321489572525024
84,0.6911194920539856,0.5321489572525024
85,0.6911070942878723,0.5321489572525024
86,0.6911139488220215,0.5321489572525024
87,0.6911148428916931,0.5321489572525024
88,0.6911234855651855,0.5321489572525024
89,0.691117525100708,0.5321489572525024
90,0.691120982170105,0.5321489572525024
91,0.691117525100708,0.5321489572525024
92,0.6911274194717407,0.5321489572525024
93,0.69111168384552,0.5321489572525024
94,0.6911001205444336,0.5321489572525024
95,0.6911203861236572,0.5321489572525024
96,0.6911234855651855,0.5321489572525024
97,0.6911014914512634,0.5321489572525024
98,0.6911154389381409,0.5321489572525024
99,0.6911217570304871,0.5321489572525024
100,0.6911314129829407,0.5321489572525024
